id,nom_estab,entidad,municipio,localidad
6166293,"AGARMEX, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166333,"AGROINDUSTRIAS ISLA CORONADO NORTE, S. DE R.L. DE C.V.",BAJA CALIFORNIA,Playas de Rosarito,Popotla
6166433,AGROMARINOS,BAJA CALIFORNIA,Ensenada,Ensenada
6166344,AGROMARISMA,BAJA CALIFORNIA,Ensenada,Ensenada
86922,AGROPECUARIA PRIMEN,BAJA CALIFORNIA,Mexicali,Mexicali
137275,AK VERIFICACIÓN,BAJA CALIFORNIA,Mexicali,Mexicali
6166294,ALBIOMAR,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166257,"ALGALIMENTOS, S.A. DE C.V.",BAJA CALIFORNIA,Tijuana,Tijuana
6166273,"ALGAS Y EXTRACTOS DEL PACIFICO NORTE AEP, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6762603,ALMACEN,BAJA CALIFORNIA,Ensenada,Ensenada
6423628,ALMACÉN PNA,BAJA CALIFORNIA,Ensenada,Isla de Cedros
6776867,APINCANTU,BAJA CALIFORNIA,Ensenada,Coronel Esteban Cantú
6166435,AQUALAP,BAJA CALIFORNIA,Ensenada,Ensenada
6166368,ASOCIACIÓN PESQUERA MORTERA DE LEYVA,BAJA CALIFORNIA,Ensenada,El Rosario de Arriba
6166421,"ASOCIACIÓN PESQUERA REGASA NUM.2, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,El Rosario
6166289,ATUN OCEANO PACIFICO S.A. DE C.V.,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166449,ATUNEROS UNIDOS DE CALIFORNIA,BAJA CALIFORNIA,Ensenada,Ensenada
6166438,BAJA AQUAFARMS,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166329,BAJA DESERT S.P.R. DE RL,BAJA CALIFORNIA,Ensenada,Campo Nuevo
6752874,BAJA REEF AQUACULTURE,BAJA CALIFORNIA,Ensenada,Ensenada
6166503,BAÑAGA DEL MAR S. DE R.L. DE C.V.,BAJA CALIFORNIA,Ensenada,La Chorera
6489521,BARRAGAN PRODUCE,BAJA CALIFORNIA,Ensenada,Rodolfo Sánchez Taboada (Maneadero)
6166315,"BUZOS DE BAHIA, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166471,"BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Coronel Esteban Cantú
6166394,"BUZOS Y PESCADORES DEL PABELLON, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166497,"CAMARON DEL DESIERTO, S.P.R. DE R.I.",BAJA CALIFORNIA,Mexicali,Poblado el Caimán
6166278,CAMARONICULTURA,BAJA CALIFORNIA,Mexicali,Familia García Montoya (Sombrerete Uno)
6188997,CAPTURA Y COMERCIALIZACIÓN E ESPECIES MARINAS,BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166442,COMEXTUN,BAJA CALIFORNIA,Ensenada,Ensenada
6166304,COOPERATIVA BUSOS Y PESCADORES,BAJA CALIFORNIA,Ensenada,Ensenada
6166501,"CORPORACIÓN MÉXICO DE PESCA MEXOCEANICA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166434,CULTIVADORES DEL PACIFICO,BAJA CALIFORNIA,Ensenada,Ensenada
6166267,"DEL MAR INDUSTRIAL, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166287,"DENEBOLA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166387,"EL DESEMBOQUE, S.P.R. DE RL.",BAJA CALIFORNIA,Mexicali,Nuevo León
6166490,EL DESIERTO DE MATOMI S.P.R. DE RL,BAJA CALIFORNIA,Mexicali,San Felipe
6166445,EL GUERRERO DEL MAR,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
128060,EMPACADORA DE ZANAHORIAS,BAJA CALIFORNIA,Tijuana,Tijuana
6482058,EMPAQUE DEL EJIDO NUEVO URUAPAN,BAJA CALIFORNIA,Ensenada,Nuevo Uruapan
98835,EMPAQUE SIN NOMBRE,BAJA CALIFORNIA,Ensenada,Rodolfo Sánchez Taboada (Maneadero)
6166461,"ERICEROS DE LA COSTA DEL PACIFICO, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Ensenada
6166464,ERIPAC,BAJA CALIFORNIA,Ensenada,La Calavera
6166493,"FARO GARCIA, S.P.R. DE RL",BAJA CALIFORNIA,Mexicali,San Felipe
6166327,"FIERCE CONTENDER MEXICO, S. DE R.L. DE C.V.",BAJA CALIFORNIA,Ensenada,Santa Rosaliíta
6166277,"GIRALDILLA BC S.P.R. DE RL, DE C.V.",BAJA CALIFORNIA,Mexicali,El Encanto
6166422,GRANJA OSTRICOLA EL RINCÓN S. DE R.L. DE C.V.,BAJA CALIFORNIA,Ensenada,La Chorera
98230,GRUPO RS CONSULATED PACKAGE,BAJA CALIFORNIA,Ensenada,Camalú
6804575,HG SEA FUOODS,BAJA CALIFORNIA,Ensenada,Ensenada
6804884,HOJA VERDE CACTUS S DE RL DE CV,BAJA CALIFORNIA,Tijuana,Tijuana
123184,"HOJAS PARA TAMALES, S. DE R.L. DE C.V.",BAJA CALIFORNIA,Tijuana,Tijuana
6166437,INTERMAREAL,BAJA CALIFORNIA,Ensenada,Ensenada
6166316,"ISLA DEL ANGEL, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6809702,ISLA SAN GERÓNIMO,BAJA CALIFORNIA,Ensenada,Ejido Papalote
6166483,JC JUAN COTA S.P.R. DE RL,BAJA CALIFORNIA,Ensenada,La Chorera
6166343,KIKO,BAJA CALIFORNIA,Ensenada,Ensenada
6166298,KING FISHER S. DE R.L. DE C.V.,BAJA CALIFORNIA,Ensenada,Ensenada
6166492,"LA PAMITA, S.P.R. DE RL",BAJA CALIFORNIA,Mexicali,San Felipe
6166454,LINAMAR,BAJA CALIFORNIA,Ensenada,Ensenada
149660,"LITORALES VIVOS, S.A. DE C.V.",BAJA CALIFORNIA,Mexicali,San Felipe
6166491,"LOS AMIGOS DEL PUERTO, S.P.R. DE RL",BAJA CALIFORNIA,Mexicali,San Felipe
6166452,"MAR DE LA CORINA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166506,MARICULTIVO GONZALEZ S.P.R. DE RL,BAJA CALIFORNIA,Ensenada,La Chorera
6739928,MARISCOS DE SAN FELIPE,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166499,"MARPESCA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166372,"MEDARDO GALLEGOS ALTAMIRANO PARALELO 28, S.P.R. DE RL",BAJA CALIFORNIA,Ensenada,Ejido José María Morelos y Pavón
6166488,MEZQUITE RANCH,BAJA CALIFORNIA,Mexicali,La Providencia (Colonia Venustiano Carranza)
6166485,"MORRO SANTO DOMINGO, S.P.R. DE R.I.",BAJA CALIFORNIA,Ensenada,Ejido Villa Jesús María
6166444,NAVIERA MEXICANA SAN BERNARDO,BAJA CALIFORNIA,Ensenada,Ensenada
6166459,NISHIKAWA Y ASOCIADOS,BAJA CALIFORNIA,Ensenada,Ensenada
6802347,OFICINA ADMINISTRATIVA,BAJA CALIFORNIA,Ensenada,Ensenada
140389,OFICINA DE RANCHO MUNGUIA,BAJA CALIFORNIA,Ensenada,Lázaro Cárdenas
6166268,OFICINA DEL CAMPO NUÑEZ FLOREZ,BAJA CALIFORNIA,Ensenada,Ensenada
6166284,"OPERADORA ENSENADA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6740777,ORNAMENTAL LEFE,BAJA CALIFORNIA,Ensenada,Ensenada
6166305,"OSTIONES DEL NOROESTE, S. DE R.L.",BAJA CALIFORNIA,Ensenada,Bahía Falsa (La Ostionera)
6166383,OSTIONES GUERRERO S.A. DE C.V.,BAJA CALIFORNIA,Ensenada,La Chorera
6166484,"OSTRICOLA NAUTILUS, S. DE R.L. DE C.V.",BAJA CALIFORNIA,Ensenada,El Chute
100528,OTROS SERVICIOS RELACIONADOS CON LA AGRICULTURA,BAJA CALIFORNIA,Ensenada,Real del Castillo Nuevo (Ojos Negros)
6765806,PACIFIC GROUP,BAJA CALIFORNIA,Ensenada,Ensenada
6752730,PACÍFICO AQUACULTURE,BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6726153,"PACÍFICO AQUACULTURE, S.A.P.I. DE C.V.",BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166266,"PESCA AZUL, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166272,"PESCA CHIAPAS, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166285,"PESCA PROFUNDA, S.A. DE C.V.",BAJA CALIFORNIA,Ensenada,Ensenada
6166379,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Campo Juárez (La Gringa)
6166307,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,El Pedregal (Bahía el Morro)
6166505,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,El Pedregal (Bahía el Morro)
6166308,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166396,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166398,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166399,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166400,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166401,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Nueva Odisea (El Pabellón)
6166425,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Playas de Rosarito,Puerto Nuevo
6166296,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Playas de Rosarito,Puerto Popotla
6188999,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Playas de Rosarito,Puerto Popotla
6166467,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,El Rincón
6166508,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Puerto San Francisquito
6166393,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Papalote
6166420,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Papalote
6166458,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,El Sauzal de Rodríguez
6166357,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166376,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166381,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166382,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6188995,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166378,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166380,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166358,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Venustiano Carranza (Santa María)
6166364,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Venustiano Carranza (Santa María)
6166389,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Venustiano Carranza (Santa María)
6166321,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Valle Tranquilo
6166322,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Valle Tranquilo
6166323,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Valle Tranquilo
6166351,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166352,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166353,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166355,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166362,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166375,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Cielito Lindo
6166384,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Cielito Lindo
6166385,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Cielito Lindo
6166388,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Cielito Lindo
6166392,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Cielito Lindo
6724646,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6694596,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166415,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Chapala
6166413,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Eréndira
6166474,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Eréndira
6166324,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166325,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166348,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166349,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Bahía de los Ángeles
6166456,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166457,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166447,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166443,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166429,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166430,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166463,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166465,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166369,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166370,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166377,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166391,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166417,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166418,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166332,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,La Chorera
6166412,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,La Chorera
6166414,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,El Socorro
6166469,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166470,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166473,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166318,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido José María Morelos y Pavón
6166371,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido José María Morelos y Pavón
6166347,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido 27 de Enero
6166406,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido 27 de Enero
6166410,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Colonia Nueva Era
6166408,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido México (Punta Colonet)
6166504,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Molino Viejo
6166472,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Rodolfo Sánchez Taboada (Maneadero)
6166311,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido Mesa de San Jacinto
6166509,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Isla de Cedros
6708635,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Isla de Cedros
6166432,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Rodolfo Sánchez Taboada (Maneadero)
6166310,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Puerto Perico
6166356,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Parcela Número Ciento Trece (Ejido Nacionalista)
6166466,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Parcela Número Ciento Treinta y Nueve (Ejido Nacionalista)
6166407,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido 27 de Enero
6166334,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166335,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166337,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166339,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166341,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166301,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166373,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,La Bufadora
6166390,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Venustiano Carranza (Santa María)
6166292,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166299,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166300,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166297,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ensenada
6166319,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Santa Rosaliíta
6166331,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Punta Baja
6166317,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Ensenada,Ejido José María Morelos y Pavón
6166495,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",BAJA CALIFORNIA,Mexicali,San Felipe
